SK_FATO_META;ID_META_ORIGEM;SK_TEMPO;SK_LOJA;SK_CANALVENDA;SK_PRODUTO;SK_CATEGORIA;SK_MARCA;ANO;MES;ANO_MES;TIPO_META;META_FATURAMENTO_BRUTO;META_FATURAMENTO_LIQUIDO;META_QTD_VENDAS;META_QTD_ITENS;META_TICKET_MEDIO;META_MARGEM_BRUTA;META_PERCENTUAL_MARGEM;DATA_INICIO_META;DATA_FIM_META;FL_META_ATIVA;DATA_CARGA;DATA_ATUALIZACAO_DW
341;MET00000341;20250101;7;5;;1;;2025;1;2025-01;MISTA;111436.8;100738.67;1184.4459;2324.7683;85.05;36902.46;36.6319;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
342;MET00000342;20250101;7;5;;2;;2025;1;2025-01;MISTA;38766.5;37337.92;2507.1069;3307.7425;14.89;13757.64;36.8463;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
343;MET00000343;20250101;7;5;;3;;2025;1;2025-01;MISTA;84995.12;78917.97;2365.8398;4741.9373;33.36;26767.19;33.9177;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
344;MET00000344;20250101;7;5;;4;;2025;1;2025-01;MISTA;171813.11;164588.78;3113.5444;4230.1974;52.86;57115.05;34.7017;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
345;MET00000345;20250101;7;5;;5;;2025;1;2025-01;MISTA;70583.92;67963.25;3244.2299;6221.0886;20.95;15201.68;22.3675;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
346;MET00000346;20250101;7;5;;6;;2025;1;2025-01;MISTA;62438.15;58070.52;1644.2993;3037.1605;35.32;17123.59;29.4876;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
347;MET00000347;20250101;7;5;;7;;2025;1;2025-01;MISTA;149530.95;136681.2;1447.8023;1753.9371;94.41;41679.83;30.4942;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
348;MET00000348;20250101;7;5;;8;;2025;1;2025-01;MISTA;123747.85;111595.02;1528.3823;2800.735;73.02;38495.21;34.4955;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
349;MET00000349;20250101;7;5;;9;;2025;1;2025-01;MISTA;175968.28;156351.54;3008.5122;3835.1021;51.97;48474.25;31.0034;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
350;MET00000350;20250101;7;5;;10;;2025;1;2025-01;MISTA;120306.55;113056.07;3048.1317;4933.5539;37.09;29492.76;26.0868;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
351;MET00000351;20250101;8;1;;1;;2025;1;2025-01;MISTA;135873.81;121629.7;2816.7578;3393.0299;43.18;43654.34;35.8912;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
352;MET00000352;20250101;8;1;;2;;2025;1;2025-01;MISTA;103565.44;93700.66;3490.1084;4695.9046;26.85;18310.7;19.5417;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
353;MET00000353;20250101;8;1;;3;;2025;1;2025-01;MISTA;29757.41;27123.5;2616.9127;4473.0178;10.36;5639.96;20.7936;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
354;MET00000354;20250101;8;1;;4;;2025;1;2025-01;MISTA;56483.05;54048.17;3199.5011;4305.2;16.89;13238.88;24.4946;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
355;MET00000355;20250101;8;1;;5;;2025;1;2025-01;MISTA;67520.37;59819.13;1458.9701;2188.6393;41.0;19182.78;32.068;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
356;MET00000356;20250101;8;1;;6;;2025;1;2025-01;MISTA;58864.97;54887.69;2964.9931;4415.086;18.51;10841.79;19.7527;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
357;MET00000357;20250101;8;1;;7;;2025;1;2025-01;MISTA;73736.57;70518.5;2213.3863;3919.8373;31.86;13262.26;18.8068;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
358;MET00000358;20250101;8;1;;8;;2025;1;2025-01;MISTA;77939.93;73638.27;2259.9463;3571.5347;32.58;24098.9;32.7261;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
359;MET00000359;20250101;8;1;;9;;2025;1;2025-01;MISTA;176313.67;159911.65;2540.5787;4140.4705;62.94;55220.03;34.5316;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
360;MET00000360;20250101;8;1;;10;;2025;1;2025-01;MISTA;55414.93;50304.07;3091.0305;3713.3015;16.27;11435.47;22.7327;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
361;MET00000361;20250101;8;2;;1;;2025;1;2025-01;MISTA;107125.99;100626.76;2512.0062;5213.2049;40.06;19746.19;19.6232;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
362;MET00000362;20250101;8;2;;2;;2025;1;2025-01;MISTA;100787.05;89602.01;3117.7279;8649.8194;28.74;21324.48;23.7991;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
363;MET00000363;20250101;8;2;;3;;2025;1;2025-01;MISTA;162877.68;153516.56;2318.4909;3726.4699;66.21;56361.42;36.7136;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
364;MET00000364;20250101;8;2;;4;;2025;1;2025-01;MISTA;93109.54;84133.77;1460.7051;2873.6852;57.6;21470.35;25.5193;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
365;MET00000365;20250101;8;2;;5;;2025;1;2025-01;MISTA;122900.1;116979.96;3129.2645;8432.8899;37.38;24582.81;21.0145;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
366;MET00000366;20250101;8;2;;6;;2025;1;2025-01;MISTA;172643.78;156858.43;1413.8827;3393.9709;110.94;48370.34;30.8369;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
367;MET00000367;20250101;8;2;;7;;2025;1;2025-01;MISTA;148086.46;142282.41;573.2358;1318.3573;248.21;41765.13;29.3537;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
368;MET00000368;20250101;8;2;;8;;2025;1;2025-01;MISTA;130181.21;121849.91;2974.9882;4885.0468;40.96;38781.95;31.8276;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
369;MET00000369;20250101;8;2;;9;;2025;1;2025-01;MISTA;142792.67;136902.46;3414.2969;6996.0195;40.1;46593.05;34.0338;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
370;MET00000370;20250101;8;2;;10;;2025;1;2025-01;MISTA;76424.49;70931.5;2699.1569;4600.6325;26.28;23325.03;32.8839;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
371;MET00000371;20250101;8;3;;1;;2025;1;2025-01;MISTA;150867.76;145931.55;2740.4964;4767.6016;53.25;39523.1;27.0833;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
372;MET00000372;20250101;8;3;;2;;2025;1;2025-01;MISTA;108764.48;103302.95;2171.7111;4748.3856;47.57;37639.83;36.4364;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
373;MET00000373;20250101;8;3;;3;;2025;1;2025-01;MISTA;63582.21;57687.26;1906.5065;4852.2608;30.26;15956.28;27.66;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
374;MET00000374;20250101;8;3;;4;;2025;1;2025-01;MISTA;109226.04;99334.6;690.9943;1372.8741;143.76;30235.76;30.4383;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
375;MET00000375;20250101;8;3;;5;;2025;1;2025-01;MISTA;40207.06;36274.82;544.4784;1009.3948;66.62;10348.14;28.5271;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
376;MET00000376;20250101;8;3;;6;;2025;1;2025-01;MISTA;170739.14;164729.26;2462.6081;4530.504;66.89;54317.01;32.9735;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
377;MET00000377;20250101;8;3;;7;;2025;1;2025-01;MISTA;155572.97;150796.38;3492.3621;5617.146;43.18;41653.55;27.6224;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
378;MET00000378;20250101;8;3;;8;;2025;1;2025-01;MISTA;114280.86;105538.15;2419.21;3068.0856;43.63;22579.31;21.3945;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
379;MET00000379;20250101;8;3;;9;;2025;1;2025-01;MISTA;135543.48;131331.43;1804.3681;4912.7133;72.79;31824.49;24.2322;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
380;MET00000380;20250101;8;3;;10;;2025;1;2025-01;MISTA;89146.01;82309.05;1991.4999;3423.7482;41.33;28915.01;35.1298;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
381;MET00000381;20250101;8;4;;1;;2025;1;2025-01;MISTA;76428.44;70173.34;737.2337;1272.0284;95.18;25525.47;36.3749;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
382;MET00000382;20250101;8;4;;2;;2025;1;2025-01;MISTA;52447.78;49293.24;515.2006;871.0372;95.68;14049.63;28.5021;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
383;MET00000383;20250101;8;4;;3;;2025;1;2025-01;MISTA;33476.91;31659.39;2134.2063;5582.1444;14.83;9910.15;31.3024;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
384;MET00000384;20250101;8;4;;4;;2025;1;2025-01;MISTA;76731.53;73001.22;1817.8881;4410.5945;40.16;13635.56;18.6785;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
385;MET00000385;20250101;8;4;;5;;2025;1;2025-01;MISTA;152100.77;146227.09;2486.8975;3304.1468;58.8;37364.99;25.5527;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
386;MET00000386;20250101;8;4;;6;;2025;1;2025-01;MISTA;106865.26;100944.99;1976.8027;3391.8313;51.06;29570.05;29.2932;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
387;MET00000387;20250101;8;4;;7;;2025;1;2025-01;MISTA;97395.9;88094.96;3323.9152;9087.6812;26.5;23307.64;26.4574;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
388;MET00000388;20250101;8;4;;8;;2025;1;2025-01;MISTA;138158.18;130889.26;3020.5588;5380.3518;43.33;30419.69;23.2408;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
389;MET00000389;20250101;8;4;;9;;2025;1;2025-01;MISTA;120828.35;111651.95;3495.7194;9731.6615;31.94;31701.77;28.3934;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
390;MET00000390;20250101;8;4;;10;;2025;1;2025-01;MISTA;74370.25;66346.73;3181.8461;7438.1643;20.85;14414.2;21.7256;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
391;MET00000391;20250101;8;5;;1;;2025;1;2025-01;MISTA;97826.95;89935.86;3427.152;4126.0036;26.24;19357.59;21.5238;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
392;MET00000392;20250101;8;5;;2;;2025;1;2025-01;MISTA;136780.65;131195.22;3344.8467;4604.0255;39.22;27284.44;20.7968;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
393;MET00000393;20250101;8;5;;3;;2025;1;2025-01;MISTA;53547.0;48154.15;2891.2545;3572.9614;16.66;14389.65;29.8825;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
394;MET00000394;20250101;8;5;;4;;2025;1;2025-01;MISTA;67777.99;62240.03;3307.8546;5340.6925;18.82;17593.45;28.2671;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
395;MET00000395;20250101;8;5;;5;;2025;1;2025-01;MISTA;41928.97;40589.2;2233.7429;3906.1282;18.17;9654.56;23.786;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
396;MET00000396;20250101;8;5;;6;;2025;1;2025-01;MISTA;33280.54;29417.94;2494.958;4357.8902;11.79;9450.64;32.1254;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
397;MET00000397;20250101;8;5;;7;;2025;1;2025-01;MISTA;114121.42;100602.15;1574.3989;1904.1894;63.9;24492.82;24.3462;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
398;MET00000398;20250101;8;5;;8;;2025;1;2025-01;MISTA;152034.9;144754.31;1180.9353;2528.1103;122.58;26263.06;18.1432;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
399;MET00000399;20250101;8;5;;9;;2025;1;2025-01;MISTA;77279.35;72581.2;1370.5696;2372.7629;52.96;23056.67;31.7667;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
400;MET00000400;20250101;8;5;;10;;2025;1;2025-01;MISTA;34441.68;31119.53;2717.0359;5661.6819;11.45;9643.48;30.9885;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
401;MET00000401;20250101;9;1;;1;;2025;1;2025-01;MISTA;155970.01;138340.66;2623.7194;6382.3771;52.73;30607.44;22.1247;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
402;MET00000402;20250101;9;1;;2;;2025;1;2025-01;MISTA;124570.88;111597.01;704.3911;1963.8732;158.43;23777.81;21.3069;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
403;MET00000403;20250101;9;1;;3;;2025;1;2025-01;MISTA;178804.28;170071.72;2574.4049;7051.4289;66.06;32656.38;19.2015;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
404;MET00000404;20250101;9;1;;4;;2025;1;2025-01;MISTA;166948.03;160098.06;747.1183;1902.8311;214.29;30714.26;19.1847;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
405;MET00000405;20250101;9;1;;5;;2025;1;2025-01;MISTA;79293.28;73810.03;1373.7833;2020.889;53.73;19157.82;25.9556;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
406;MET00000406;20250101;9;1;;6;;2025;1;2025-01;MISTA;128125.75;116520.94;958.2438;2184.735;121.6;36314.64;31.1658;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
407;MET00000407;20250101;9;1;;7;;2025;1;2025-01;MISTA;74999.03;71643.44;1879.2688;5125.3789;38.12;24182.77;33.7543;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
408;MET00000408;20250101;9;1;;8;;2025;1;2025-01;MISTA;124986.09;120289.95;1692.208;3985.2628;71.08;37225.88;30.9468;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
409;MET00000409;20250101;9;1;;9;;2025;1;2025-01;MISTA;93629.88;84608.59;890.6799;2138.4079;94.99;26923.0;31.8206;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
410;MET00000410;20250101;9;1;;10;;2025;1;2025-01;MISTA;65469.81;63322.36;1825.9247;2803.9199;34.68;15155.71;23.9342;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
411;MET00000411;20250101;9;2;;1;;2025;1;2025-01;MISTA;139651.99;134440.66;2891.1989;6941.667;46.5;34726.69;25.8305;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
412;MET00000412;20250101;9;2;;2;;2025;1;2025-01;MISTA;148920.18;136740.11;3055.3695;7135.5189;44.75;45733.88;33.4458;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
413;MET00000413;20250101;9;2;;3;;2025;1;2025-01;MISTA;128015.22;119992.22;3064.2301;5946.2274;39.16;43923.71;36.6055;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
414;MET00000414;20250101;9;2;;4;;2025;1;2025-01;MISTA;65443.21;59885.02;2309.0991;6000.1146;25.93;21598.5;36.0666;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
415;MET00000415;20250101;9;2;;5;;2025;1;2025-01;MISTA;56237.05;53508.46;3304.0961;4690.208;16.19;14813.85;27.6851;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
416;MET00000416;20250101;9;2;;6;;2025;1;2025-01;MISTA;155155.57;148634.79;1710.0985;4311.6467;86.92;27155.15;18.2697;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
417;MET00000417;20250101;9;2;;7;;2025;1;2025-01;MISTA;166687.96;146806.67;1666.1583;4194.8132;88.11;50111.98;34.1347;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
418;MET00000418;20250101;9;2;;8;;2025;1;2025-01;MISTA;75446.14;67935.87;768.7129;1526.763;88.38;19755.54;29.0797;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
419;MET00000419;20250101;9;2;;9;;2025;1;2025-01;MISTA;48986.36;46667.01;2686.7911;4562.9371;17.37;12434.64;26.6455;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
420;MET00000420;20250101;9;2;;10;;2025;1;2025-01;MISTA;26904.04;23691.85;2638.4325;6228.3475;8.98;8444.87;35.6446;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
421;MET00000421;20250101;9;3;;1;;2025;1;2025-01;MISTA;176720.14;169290.3;1868.9062;3543.0732;90.58;48923.99;28.8995;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
422;MET00000422;20250101;9;3;;2;;2025;1;2025-01;MISTA;170698.95;151403.26;3037.2932;7775.1485;49.85;46065.12;30.4254;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
423;MET00000423;20250101;9;3;;3;;2025;1;2025-01;MISTA;48408.32;46790.32;2305.0867;5846.6405;20.3;9079.95;19.4056;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
424;MET00000424;20250101;9;3;;4;;2025;1;2025-01;MISTA;76921.65;72424.42;2977.6343;6982.3994;24.32;22950.92;31.6895;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
425;MET00000425;20250101;9;3;;5;;2025;1;2025-01;MISTA;69505.97;61531.28;600.2786;1446.472;102.5;12248.41;19.906;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
426;MET00000426;20250101;9;3;;6;;2025;1;2025-01;MISTA;79019.02;74271.4;2389.7097;6433.2231;31.08;26963.76;36.3044;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
427;MET00000427;20250101;9;3;;7;;2025;1;2025-01;MISTA;130645.68;125020.62;594.5752;1419.0357;210.27;24662.84;19.727;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
428;MET00000428;20250101;9;3;;8;;2025;1;2025-01;MISTA;44190.43;42785.55;519.6447;1352.8489;82.34;14019.22;32.7662;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
429;MET00000429;20250101;9;3;;9;;2025;1;2025-01;MISTA;148396.79;131163.22;1194.8265;2874.4671;109.78;43845.05;33.4279;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
430;MET00000430;20250101;9;3;;10;;2025;1;2025-01;MISTA;32248.61;30311.85;3412.3451;6434.4064;8.88;8191.44;27.0239;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
431;MET00000431;20250101;9;4;;1;;2025;1;2025-01;MISTA;103993.82;94415.03;2956.2593;4303.5595;31.94;32249.99;34.1577;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
432;MET00000432;20250101;9;4;;2;;2025;1;2025-01;MISTA;148685.77;136476.69;1657.9261;4558.722;82.32;33441.74;24.5036;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
433;MET00000433;20250101;9;4;;3;;2025;1;2025-01;MISTA;46186.0;44682.79;551.8392;1143.7104;80.97;15226.87;34.0777;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
434;MET00000434;20250101;9;4;;4;;2025;1;2025-01;MISTA;66384.67;60309.83;1626.7682;4547.5166;37.07;14076.52;23.3403;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
435;MET00000435;20250101;9;4;;5;;2025;1;2025-01;MISTA;47188.86;43210.3;3358.7833;8999.6772;12.86;8118.93;18.7893;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
436;MET00000436;20250101;9;4;;6;;2025;1;2025-01;MISTA;174895.74;154315.85;1991.1674;3111.6352;77.5;36873.36;23.8947;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
437;MET00000437;20250101;9;4;;7;;2025;1;2025-01;MISTA;102255.38;96478.99;2950.9047;5085.8329;32.69;19149.42;19.8483;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
438;MET00000438;20250101;9;4;;8;;2025;1;2025-01;MISTA;154066.91;140240.48;1937.9789;2830.4944;72.36;47212.27;33.6652;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
439;MET00000439;20250101;9;4;;9;;2025;1;2025-01;MISTA;135615.12;130342.87;1710.4192;3326.6471;76.21;24439.23;18.75;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
440;MET00000440;20250101;9;4;;10;;2025;1;2025-01;MISTA;96790.28;88325.69;3456.6229;9488.0927;25.55;30161.47;34.148;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
441;MET00000441;20250101;9;5;;1;;2025;1;2025-01;MISTA;91004.38;83039.37;920.8152;2071.0254;90.18;19854.84;23.9102;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
442;MET00000442;20250101;9;5;;2;;2025;1;2025-01;MISTA;131126.69;119997.83;2371.0735;4923.6173;50.61;40947.95;34.1239;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
443;MET00000443;20250101;9;5;;3;;2025;1;2025-01;MISTA;140197.5;125391.03;911.2311;1613.5449;137.61;29526.72;23.5477;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
444;MET00000444;20250101;9;5;;4;;2025;1;2025-01;MISTA;109788.37;103798.37;2925.5017;5870.7929;35.48;32960.84;31.7547;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
445;MET00000445;20250101;9;5;;5;;2025;1;2025-01;MISTA;78159.04;73240.71;3209.8147;4590.9614;22.82;21016.41;28.695;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
446;MET00000446;20250101;9;5;;6;;2025;1;2025-01;MISTA;171886.89;151756.33;1539.1419;3490.4901;98.6;33762.36;22.2477;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
447;MET00000447;20250101;9;5;;7;;2025;1;2025-01;MISTA;90013.34;83961.4;2181.3358;4329.1465;38.49;19347.55;23.0434;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
448;MET00000448;20250101;9;5;;8;;2025;1;2025-01;MISTA;158923.93;141577.05;2571.4667;5822.7616;55.06;42810.14;30.2381;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
449;MET00000449;20250101;9;5;;9;;2025;1;2025-01;MISTA;50992.98;46084.24;1987.278;4248.6129;23.19;17325.12;37.5945;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
450;MET00000450;20250101;9;5;;10;;2025;1;2025-01;MISTA;32733.52;31307.02;3413.6165;7960.773;9.17;10497.58;33.5311;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
451;MET00000451;20250101;10;1;;1;;2025;1;2025-01;MISTA;164077.89;147798.57;964.0374;1703.0807;153.31;33380.0;22.5848;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
452;MET00000452;20250101;10;1;;2;;2025;1;2025-01;MISTA;88922.45;79266.04;529.1157;1279.5066;149.81;22954.25;28.9585;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
453;MET00000453;20250101;10;1;;3;;2025;1;2025-01;MISTA;137541.84;122087.57;2595.5736;3162.9854;47.04;22317.72;18.2801;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
454;MET00000454;20250101;10;1;;4;;2025;1;2025-01;MISTA;110376.42;99350.26;3226.1604;7136.1626;30.8;26166.66;26.3378;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
455;MET00000455;20250101;10;1;;5;;2025;1;2025-01;MISTA;138781.69;131416.49;3419.506;7506.743;38.43;24565.96;18.6932;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
456;MET00000456;20250101;10;1;;6;;2025;1;2025-01;MISTA;59800.91;57953.38;3016.3911;6333.269;19.21;17940.91;30.9575;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
457;MET00000457;20250101;10;1;;7;;2025;1;2025-01;MISTA;79428.97;72188.95;2526.4851;5821.2213;28.57;21870.86;30.2967;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
458;MET00000458;20250101;10;1;;8;;2025;1;2025-01;MISTA;47619.18;45666.6;1889.8925;2961.809;24.16;14642.01;32.0628;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
459;MET00000459;20250101;10;1;;9;;2025;1;2025-01;MISTA;45441.12;41197.08;2558.6581;5407.1311;16.1;11590.81;28.135;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
460;MET00000460;20250101;10;1;;10;;2025;1;2025-01;MISTA;154364.05;137991.31;2668.8329;7264.2708;51.7;37822.36;27.4092;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
461;MET00000461;20250101;10;2;;1;;2025;1;2025-01;MISTA;63565.72;57163.84;1886.3068;4272.6687;30.3;16381.28;28.6567;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
462;MET00000462;20250101;10;2;;2;;2025;1;2025-01;MISTA;125237.35;114809.55;1374.5772;1919.5316;83.52;21200.46;18.4658;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
463;MET00000463;20250101;10;2;;3;;2025;1;2025-01;MISTA;124543.95;115041.52;1929.7207;4902.8581;59.62;30557.51;26.5622;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
464;MET00000464;20250101;10;2;;4;;2025;1;2025-01;MISTA;46133.21;43325.5;2732.7545;5572.1765;15.85;12200.62;28.1604;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
465;MET00000465;20250101;10;2;;5;;2025;1;2025-01;MISTA;151232.96;136497.95;2974.7631;6255.2437;45.89;50639.08;37.0988;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
466;MET00000466;20250101;10;2;;6;;2025;1;2025-01;MISTA;93681.2;86663.09;722.4394;1527.513;119.96;19055.45;21.988;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
467;MET00000467;20250101;10;2;;7;;2025;1;2025-01;MISTA;41341.8;39524.18;868.8672;1395.4772;45.49;14426.39;36.5002;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
468;MET00000468;20250101;10;2;;8;;2025;1;2025-01;MISTA;146131.03;140161.49;2777.0237;7196.9016;50.47;26125.39;18.6395;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
469;MET00000469;20250101;10;2;;9;;2025;1;2025-01;MISTA;77366.07;69421.52;1123.001;3065.9323;61.82;23055.18;33.2104;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
470;MET00000470;20250101;10;2;;10;;2025;1;2025-01;MISTA;74249.29;69099.47;1961.6501;5008.4186;35.23;13129.35;19.0007;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
471;MET00000471;20250101;10;3;;1;;2025;1;2025-01;MISTA;156385.18;140611.35;1391.2679;2578.4964;101.07;45161.63;32.1181;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
472;MET00000472;20250101;10;3;;2;;2025;1;2025-01;MISTA;81865.33;76338.6;817.3493;1751.3109;93.4;25812.48;33.8131;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
473;MET00000473;20250101;10;3;;3;;2025;1;2025-01;MISTA;39776.8;36777.74;3379.7984;7848.7607;10.88;9008.62;24.4948;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
474;MET00000474;20250101;10;3;;4;;2025;1;2025-01;MISTA;47528.2;45248.35;1220.9479;2053.6323;37.06;8306.75;18.3581;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
475;MET00000475;20250101;10;3;;5;;2025;1;2025-01;MISTA;87430.66;77770.38;1914.5874;2983.8603;40.62;15911.99;20.4602;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
476;MET00000476;20250101;10;3;;6;;2025;1;2025-01;MISTA;133558.07;128614.07;2902.9581;5261.2689;44.3;44609.07;34.6844;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
