SK_FATO_RUPTURA;ID_RUPTURA_ORIGEM;SK_TEMPO;SK_PRODUTO;SK_LOJA;SK_MOTIVO_RUPTURA;QTD_ESTOQUE_ESPERADO;QTD_ESTOQUE_DISPONIVEL;QTD_RUPTURA;DIAS_RUPTURA;VALOR_VENDA_PERDIDA;FL_RUPTURA;DATA_CARGA;DATA_ATUALIZACAO_DW
275;RUP00000275;20251230;98;4;5;17;0;17;2.34;802.71;S;2026-07-01 10:00:00;
276;RUP00000276;20251003;91;3;3;39;0;39;2.81;2545.15;S;2026-07-01 10:00:00;
277;RUP00000277;20251112;70;2;6;22;0;22;4.56;2195.18;S;2026-07-01 10:00:00;
278;RUP00000278;20251116;13;1;5;13;0;13;6.07;220.77;S;2026-07-01 10:00:00;
279;RUP00000279;20251115;50;6;8;35;0;35;6.22;180.61;S;2026-07-01 10:00:00;
280;RUP00000280;20251215;106;8;3;11;0;11;3.77;1065.78;S;2026-07-01 10:00:00;
281;RUP00000281;20251108;36;7;1;24;0;24;4.24;3157.35;S;2026-07-01 10:00:00;
282;RUP00000282;20251226;93;12;8;14;0;14;3.82;1219.7;S;2026-07-01 10:00:00;
283;RUP00000283;20251129;2;3;4;42;0;42;3.56;3840.15;S;2026-07-01 10:00:00;
284;RUP00000284;20251113;3;6;5;16;0;16;3.96;698.42;S;2026-07-01 10:00:00;
285;RUP00000285;20251215;68;3;1;34;0;34;3.71;654.37;S;2026-07-01 10:00:00;
286;RUP00000286;20251231;95;7;3;24;0;24;4.44;2634.67;S;2026-07-01 10:00:00;
287;RUP00000287;20251009;111;10;6;32;0;32;2.63;3182.22;S;2026-07-01 10:00:00;
288;RUP00000288;20251031;49;10;8;34;0;34;2.6;3104.9;S;2026-07-01 10:00:00;
289;RUP00000289;20251209;1;1;3;27;0;27;3.82;1086.52;S;2026-07-01 10:00:00;
290;RUP00000290;20251209;15;4;8;29;0;29;3.53;405.08;S;2026-07-01 10:00:00;
291;RUP00000291;20251112;31;4;7;36;0;36;5.48;1196.2;S;2026-07-01 10:00:00;
292;RUP00000292;20251112;78;2;4;27;0;27;2.87;3242.11;S;2026-07-01 10:00:00;
293;RUP00000293;20251107;100;11;7;39;0;39;5.58;1294.92;S;2026-07-01 10:00:00;
294;RUP00000294;20251229;111;11;8;41;0;41;1.81;2557.52;S;2026-07-01 10:00:00;
295;RUP00000295;20251105;114;6;5;44;0;44;6.76;1786.97;S;2026-07-01 10:00:00;
296;RUP00000296;20251008;20;4;5;26;0;26;2.66;184.54;S;2026-07-01 10:00:00;
297;RUP00000297;20251228;48;6;1;16;0;16;4.81;352.42;S;2026-07-01 10:00:00;
298;RUP00000298;20251220;32;4;6;11;0;11;3.22;437.61;S;2026-07-01 10:00:00;
299;RUP00000299;20251222;40;6;5;37;0;37;3.85;1582.61;S;2026-07-01 10:00:00;
300;RUP00000300;20251212;26;1;1;26;0;26;4.43;324.3;S;2026-07-01 10:00:00;
301;RUP00000301;20251028;3;2;4;25;0;25;5.13;1830.72;S;2026-07-01 10:00:00;
302;RUP00000302;20251011;89;11;2;29;0;29;3.36;2236.39;S;2026-07-01 10:00:00;
303;RUP00000303;20251106;15;11;5;25;0;25;4.99;280.78;S;2026-07-01 10:00:00;
304;RUP00000304;20251214;58;6;2;19;0;19;2.37;948.03;S;2026-07-01 10:00:00;
305;RUP00000305;20251225;16;9;6;10;0;10;6.38;487.66;S;2026-07-01 10:00:00;
306;RUP00000306;20251202;117;4;7;37;0;37;4.92;137.03;S;2026-07-01 10:00:00;
307;RUP00000307;20251206;54;7;4;29;0;29;3.09;256.85;S;2026-07-01 10:00:00;
308;RUP00000308;20251013;67;10;6;29;0;29;3.34;1744.89;S;2026-07-01 10:00:00;
309;RUP00000309;20251222;3;6;6;11;0;11;3.77;778.37;S;2026-07-01 10:00:00;
310;RUP00000310;20251226;11;3;7;10;0;10;2.82;1342.57;S;2026-07-01 10:00:00;
311;RUP00000311;20251023;112;6;8;26;0;26;3.49;1211.76;S;2026-07-01 10:00:00;
312;RUP00000312;20251129;27;2;1;31;0;31;2.35;1769.11;S;2026-07-01 10:00:00;
313;RUP00000313;20251106;100;5;5;13;0;13;3.73;588.31;S;2026-07-01 10:00:00;
314;RUP00000314;20251129;25;1;6;20;0;20;2.66;515.71;S;2026-07-01 10:00:00;
315;RUP00000315;20251205;100;3;4;12;0;12;1.38;407.3;S;2026-07-01 10:00:00;
316;RUP00000316;20251027;43;5;2;39;0;39;5.26;5105.29;S;2026-07-01 10:00:00;
317;RUP00000317;20251124;106;4;2;36;0;36;5.59;3861.86;S;2026-07-01 10:00:00;
318;RUP00000318;20251207;51;3;5;39;0;39;3.39;1044.69;S;2026-07-01 10:00:00;
319;RUP00000319;20251130;21;11;7;17;0;17;5.37;1056.39;S;2026-07-01 10:00:00;
320;RUP00000320;20251103;112;10;4;29;0;29;1.16;2193.75;S;2026-07-01 10:00:00;
321;RUP00000321;20251116;1;6;8;18;0;18;6.13;792.92;S;2026-07-01 10:00:00;
322;RUP00000322;20251207;53;3;8;36;0;36;6.69;2437.83;S;2026-07-01 10:00:00;
323;RUP00000323;20251115;116;9;4;45;0;45;4.24;2951.03;S;2026-07-01 10:00:00;
324;RUP00000324;20251225;93;1;2;22;0;22;1.97;1111.41;S;2026-07-01 10:00:00;
325;RUP00000325;20251229;48;10;1;37;0;37;6.22;817.51;S;2026-07-01 10:00:00;
326;RUP00000326;20251203;68;7;4;42;0;42;3.7;480.19;S;2026-07-01 10:00:00;
327;RUP00000327;20251006;21;1;3;26;0;26;1.47;1983.73;S;2026-07-01 10:00:00;
328;RUP00000328;20251208;61;9;3;37;0;37;4.92;4460.82;S;2026-07-01 10:00:00;
329;RUP00000329;20251027;70;4;6;15;0;15;3.69;1492.39;S;2026-07-01 10:00:00;
330;RUP00000330;20251026;94;3;6;24;0;24;1.76;2636.74;S;2026-07-01 10:00:00;
331;RUP00000331;20251009;44;12;1;41;0;41;4.44;1549.39;S;2026-07-01 10:00:00;
332;RUP00000332;20251206;3;10;4;45;0;45;5.13;2775.73;S;2026-07-01 10:00:00;
333;RUP00000333;20251020;32;10;3;14;0;14;4.94;617.16;S;2026-07-01 10:00:00;
334;RUP00000334;20251101;55;11;2;42;0;42;1.35;3930.24;S;2026-07-01 10:00:00;
335;RUP00000335;20251011;2;3;3;21;0;21;2.02;2310.61;S;2026-07-01 10:00:00;
336;RUP00000336;20251003;12;12;3;10;0;10;5.4;61.29;S;2026-07-01 10:00:00;
337;RUP00000337;20251023;45;7;5;42;0;42;4.64;2030.77;S;2026-07-01 10:00:00;
338;RUP00000338;20251013;112;9;8;14;0;14;6.39;874.64;S;2026-07-01 10:00:00;
339;RUP00000339;20251212;60;6;8;25;0;25;5.37;2692.03;S;2026-07-01 10:00:00;
340;RUP00000340;20251205;45;4;5;38;0;38;2.65;2302.24;S;2026-07-01 10:00:00;
341;RUP00000341;20251024;14;3;5;16;0;16;1.14;182.74;S;2026-07-01 10:00:00;
342;RUP00000342;20251203;46;3;4;33;0;33;6.77;3464.85;S;2026-07-01 10:00:00;
343;RUP00000343;20251128;50;4;3;31;0;31;5.65;216.89;S;2026-07-01 10:00:00;
344;RUP00000344;20251218;65;8;5;13;0;13;4.59;566.38;S;2026-07-01 10:00:00;
345;RUP00000345;20251017;14;10;3;16;0;16;3.33;204.57;S;2026-07-01 10:00:00;
346;RUP00000346;20251102;74;8;2;38;0;38;1.35;986.65;S;2026-07-01 10:00:00;
347;RUP00000347;20251108;21;11;8;24;0;24;6.97;2114.79;S;2026-07-01 10:00:00;
348;RUP00000348;20251115;99;11;7;16;0;16;1.71;1744.35;S;2026-07-01 10:00:00;
349;RUP00000349;20251008;120;4;1;12;0;12;1.06;946.66;S;2026-07-01 10:00:00;
350;RUP00000350;20251108;101;11;6;37;0;37;6.4;1949.16;S;2026-07-01 10:00:00;
351;RUP00000351;20251016;22;10;2;14;0;14;1.0;423.75;S;2026-07-01 10:00:00;
352;RUP00000352;20251004;48;2;1;13;0;13;2.36;218.03;S;2026-07-01 10:00:00;
353;RUP00000353;20251031;62;2;8;37;0;37;3.17;2660.15;S;2026-07-01 10:00:00;
354;RUP00000354;20251019;88;9;1;28;0;28;4.94;2086.82;S;2026-07-01 10:00:00;
355;RUP00000355;20251222;14;12;2;40;0;40;5.67;507.37;S;2026-07-01 10:00:00;
356;RUP00000356;20251125;43;1;5;10;0;10;3.08;1230.0;S;2026-07-01 10:00:00;
357;RUP00000357;20251212;102;2;7;42;0;42;6.62;2198.03;S;2026-07-01 10:00:00;
358;RUP00000358;20251216;42;10;6;43;0;43;5.03;3361.18;S;2026-07-01 10:00:00;
359;RUP00000359;20251225;49;9;7;31;0;31;3.55;2290.37;S;2026-07-01 10:00:00;
360;RUP00000360;20251008;91;7;6;13;0;13;6.05;940.93;S;2026-07-01 10:00:00;
361;RUP00000361;20251010;66;4;8;17;0;17;3.38;930.64;S;2026-07-01 10:00:00;
362;RUP00000362;20251010;37;11;4;15;0;15;5.43;1017.99;S;2026-07-01 10:00:00;
363;RUP00000363;20251023;35;1;3;13;0;13;4.68;893.22;S;2026-07-01 10:00:00;
364;RUP00000364;20251026;23;9;5;29;0;29;6.91;2692.23;S;2026-07-01 10:00:00;
365;RUP00000365;20251026;60;11;8;33;0;33;2.68;2585.43;S;2026-07-01 10:00:00;
366;RUP00000366;20251212;1;3;2;15;0;15;3.54;500.79;S;2026-07-01 10:00:00;
367;RUP00000367;20251010;91;7;8;27;0;27;5.7;1795.08;S;2026-07-01 10:00:00;
368;RUP00000368;20251017;55;7;5;33;0;33;3.14;3230.59;S;2026-07-01 10:00:00;
369;RUP00000369;20251214;106;7;3;30;0;30;2.58;2489.12;S;2026-07-01 10:00:00;
370;RUP00000370;20251012;56;10;1;40;0;40;2.72;3218.81;S;2026-07-01 10:00:00;
371;RUP00000371;20251213;81;7;5;17;0;17;6.17;1594.51;S;2026-07-01 10:00:00;
372;RUP00000372;20251120;25;8;2;17;0;17;5.72;419.53;S;2026-07-01 10:00:00;
373;RUP00000373;20251207;50;7;4;20;0;20;1.24;153.51;S;2026-07-01 10:00:00;
374;RUP00000374;20251204;114;10;5;21;0;21;3.22;1105.35;S;2026-07-01 10:00:00;
375;RUP00000375;20251204;11;5;4;36;0;36;2.28;2652.07;S;2026-07-01 10:00:00;
376;RUP00000376;20251110;62;1;7;38;0;38;6.28;3418.93;S;2026-07-01 10:00:00;
377;RUP00000377;20251207;13;1;5;32;0;32;4.37;415.52;S;2026-07-01 10:00:00;
378;RUP00000378;20251112;120;2;4;13;0;13;5.03;930.88;S;2026-07-01 10:00:00;
379;RUP00000379;20251105;83;1;1;36;0;36;4.96;1462.55;S;2026-07-01 10:00:00;
380;RUP00000380;20251030;119;10;1;39;0;39;6.56;447.09;S;2026-07-01 10:00:00;
381;RUP00000381;20251110;32;7;2;16;0;16;2.92;604.16;S;2026-07-01 10:00:00;
382;RUP00000382;20251128;111;9;1;42;0;42;5.23;3479.47;S;2026-07-01 10:00:00;
383;RUP00000383;20251116;36;10;2;28;0;28;5.53;3439.1;S;2026-07-01 10:00:00;
384;RUP00000384;20251017;115;3;7;10;0;10;4.51;1082.8;S;2026-07-01 10:00:00;
385;RUP00000385;20251011;67;10;3;36;0;36;5.48;2087.03;S;2026-07-01 10:00:00;
386;RUP00000386;20251228;6;10;1;31;0;31;5.28;3914.87;S;2026-07-01 10:00:00;
387;RUP00000387;20251209;54;2;1;19;0;19;3.55;276.87;S;2026-07-01 10:00:00;
388;RUP00000388;20251222;37;5;3;26;0;26;6.06;2238.81;S;2026-07-01 10:00:00;
389;RUP00000389;20251202;16;8;4;30;0;30;4.3;1791.06;S;2026-07-01 10:00:00;
390;RUP00000390;20251225;11;9;2;19;0;19;5.44;2695.56;S;2026-07-01 10:00:00;
391;RUP00000391;20251224;112;9;1;37;0;37;6.64;3208.59;S;2026-07-01 10:00:00;
392;RUP00000392;20251015;43;3;7;35;0;35;4.37;4613.18;S;2026-07-01 10:00:00;
393;RUP00000393;20251114;38;10;4;39;0;39;2.23;3963.7;S;2026-07-01 10:00:00;
394;RUP00000394;20251022;9;11;1;15;0;15;3.81;1135.96;S;2026-07-01 10:00:00;
395;RUP00000395;20251030;10;8;1;29;0;29;4.99;2006.17;S;2026-07-01 10:00:00;
396;RUP00000396;20251023;46;3;7;41;0;41;5.8;6629.25;S;2026-07-01 10:00:00;
397;RUP00000397;20251201;47;10;8;38;0;38;2.19;4865.58;S;2026-07-01 10:00:00;
398;RUP00000398;20251014;34;3;3;26;0;26;2.87;475.65;S;2026-07-01 10:00:00;
399;RUP00000399;20251012;50;8;2;38;0;38;1.58;260.16;S;2026-07-01 10:00:00;
400;RUP00000400;20251123;46;6;4;42;0;42;2.24;4197.48;S;2026-07-01 10:00:00;
401;RUP00000401;20251222;105;8;5;31;0;31;2.71;3423.02;S;2026-07-01 10:00:00;
402;RUP00000402;20251218;59;2;8;37;0;37;1.85;1263.41;S;2026-07-01 10:00:00;
403;RUP00000403;20251122;2;2;5;25;0;25;4.07;2937.84;S;2026-07-01 10:00:00;
404;RUP00000404;20251119;68;7;5;24;0;24;5.6;477.56;S;2026-07-01 10:00:00;
405;RUP00000405;20251230;71;1;8;20;0;20;5.42;1563.18;S;2026-07-01 10:00:00;
406;RUP00000406;20251019;107;1;8;41;0;41;6.7;1636.72;S;2026-07-01 10:00:00;
407;RUP00000407;20251105;93;5;3;12;0;12;3.71;1160.39;S;2026-07-01 10:00:00;
408;RUP00000408;20251229;64;10;3;43;0;43;1.24;5525.98;S;2026-07-01 10:00:00;
409;RUP00000409;20251027;7;6;6;25;0;25;4.55;820.0;S;2026-07-01 10:00:00;
410;RUP00000410;20251219;81;11;6;40;0;40;5.96;5304.21;S;2026-07-01 10:00:00;
411;RUP00000411;20251226;68;3;2;22;0;22;6.8;356.18;S;2026-07-01 10:00:00;
412;RUP00000412;20251121;18;4;3;31;0;31;3.66;1762.07;S;2026-07-01 10:00:00;
413;RUP00000413;20251119;67;6;8;10;0;10;1.58;488.54;S;2026-07-01 10:00:00;
414;RUP00000414;20251214;31;11;4;32;0;32;1.06;1378.31;S;2026-07-01 10:00:00;
415;RUP00000415;20251223;15;12;1;18;0;18;6.81;160.43;S;2026-07-01 10:00:00;
416;RUP00000416;20251124;89;2;5;27;0;27;2.69;1697.0;S;2026-07-01 10:00:00;
417;RUP00000417;20251013;104;4;1;10;0;10;5.22;144.73;S;2026-07-01 10:00:00;
418;RUP00000418;20251202;78;4;7;26;0;26;3.85;1846.11;S;2026-07-01 10:00:00;
419;RUP00000419;20251206;82;5;3;38;0;38;6.58;465.34;S;2026-07-01 10:00:00;
420;RUP00000420;20251007;106;9;5;13;0;13;2.53;1643.97;S;2026-07-01 10:00:00;
421;RUP00000421;20251124;31;8;1;37;0;37;4.05;1492.8;S;2026-07-01 10:00:00;
422;RUP00000422;20251025;103;11;4;10;0;10;3.99;979.2;S;2026-07-01 10:00:00;
423;RUP00000423;20251124;96;12;8;13;0;13;6.71;896.82;S;2026-07-01 10:00:00;
424;RUP00000424;20251228;27;9;8;12;0;12;6.29;1083.33;S;2026-07-01 10:00:00;
425;RUP00000425;20251129;66;1;6;22;0;22;3.29;1506.64;S;2026-07-01 10:00:00;
426;RUP00000426;20251214;22;2;7;19;0;19;5.61;999.27;S;2026-07-01 10:00:00;
427;RUP00000427;20251212;53;6;5;34;0;34;6.28;2913.64;S;2026-07-01 10:00:00;
428;RUP00000428;20251128;4;1;1;24;0;24;1.41;1193.46;S;2026-07-01 10:00:00;
429;RUP00000429;20251014;51;9;7;45;0;45;1.35;735.3;S;2026-07-01 10:00:00;
430;RUP00000430;20251121;119;7;3;28;0;28;5.7;465.94;S;2026-07-01 10:00:00;
431;RUP00000431;20251207;101;4;6;36;0;36;5.21;3031.37;S;2026-07-01 10:00:00;
432;RUP00000432;20251024;31;1;7;25;0;25;2.62;927.19;S;2026-07-01 10:00:00;
433;RUP00000433;20251021;27;7;4;21;0;21;6.52;1817.48;S;2026-07-01 10:00:00;
434;RUP00000434;20251004;105;9;2;37;0;37;1.03;4403.92;S;2026-07-01 10:00:00;
435;RUP00000435;20251031;56;5;6;26;0;26;4.94;2896.62;S;2026-07-01 10:00:00;
436;RUP00000436;20251223;94;6;7;16;0;16;2.07;1409.76;S;2026-07-01 10:00:00;
437;RUP00000437;20251218;114;11;1;14;0;14;5.92;417.18;S;2026-07-01 10:00:00;
438;RUP00000438;20251003;94;11;8;44;0;44;5.05;4316.41;S;2026-07-01 10:00:00;
439;RUP00000439;20251012;5;7;2;11;0;11;5.2;479.66;S;2026-07-01 10:00:00;
440;RUP00000440;20251015;62;3;4;37;0;37;2.69;5006.13;S;2026-07-01 10:00:00;
441;RUP00000441;20251109;114;5;7;23;0;23;4.67;951.66;S;2026-07-01 10:00:00;
442;RUP00000442;20251014;112;4;2;19;0;19;2.37;1516.82;S;2026-07-01 10:00:00;
443;RUP00000443;20251223;18;1;8;24;0;24;5.17;986.81;S;2026-07-01 10:00:00;
444;RUP00000444;20251016;4;2;8;22;0;22;4.14;1550.48;S;2026-07-01 10:00:00;
445;RUP00000445;20251211;22;12;4;34;0;34;6.49;1026.2;S;2026-07-01 10:00:00;
446;RUP00000446;20251003;17;5;5;13;0;13;2.46;991.23;S;2026-07-01 10:00:00;
447;RUP00000447;20251121;57;7;7;13;0;13;6.15;1171.94;S;2026-07-01 10:00:00;
448;RUP00000448;20251213;40;3;1;40;0;40;3.01;2562.8;S;2026-07-01 10:00:00;
449;RUP00000449;20251130;75;1;7;14;0;14;4.33;912.25;S;2026-07-01 10:00:00;
450;RUP00000450;20251022;97;11;3;44;0;44;4.18;776.76;S;2026-07-01 10:00:00;
451;RUP00000451;20251030;102;11;7;37;0;37;2.04;1479.29;S;2026-07-01 10:00:00;
452;RUP00000452;20251204;38;5;7;22;0;22;6.43;1539.97;S;2026-07-01 10:00:00;
453;RUP00000453;20251230;81;10;5;18;0;18;4.25;1650.51;S;2026-07-01 10:00:00;
454;RUP00000454;20251010;44;12;5;45;0;45;1.38;1308.69;S;2026-07-01 10:00:00;
455;RUP00000455;20251006;98;7;1;16;0;16;5.19;546.97;S;2026-07-01 10:00:00;
456;RUP00000456;20251009;6;1;6;10;0;10;3.83;1190.72;S;2026-07-01 10:00:00;
457;RUP00000457;20251020;27;6;4;10;0;10;1.98;639.99;S;2026-07-01 10:00:00;
458;RUP00000458;20251214;33;4;4;33;0;33;4.92;787.18;S;2026-07-01 10:00:00;
459;RUP00000459;20251015;68;8;5;37;0;37;2.3;483.55;S;2026-07-01 10:00:00;
460;RUP00000460;20251120;91;10;4;44;0;44;2.72;2969.54;S;2026-07-01 10:00:00;
461;RUP00000461;20251016;76;5;1;45;0;45;1.24;3300.26;S;2026-07-01 10:00:00;
462;RUP00000462;20251226;69;6;2;25;0;25;3.21;1400.96;S;2026-07-01 10:00:00;
463;RUP00000463;20251027;46;4;8;34;0;34;2.81;5102.19;S;2026-07-01 10:00:00;
464;RUP00000464;20251027;36;8;2;43;0;43;3.76;7055.49;S;2026-07-01 10:00:00;
465;RUP00000465;20251028;9;11;8;21;0;21;3.98;1235.25;S;2026-07-01 10:00:00;
466;RUP00000466;20251215;21;4;8;11;0;11;1.73;798.29;S;2026-07-01 10:00:00;
467;RUP00000467;20251205;42;7;4;41;0;41;4.09;2255.14;S;2026-07-01 10:00:00;
468;RUP00000468;20251105;29;4;4;16;0;16;6.0;464.03;S;2026-07-01 10:00:00;
469;RUP00000469;20251113;67;12;3;17;0;17;3.37;635.28;S;2026-07-01 10:00:00;
470;RUP00000470;20251124;104;2;4;24;0;24;5.66;273.74;S;2026-07-01 10:00:00;
471;RUP00000471;20251014;60;11;1;32;0;32;1.5;2663.41;S;2026-07-01 10:00:00;
472;RUP00000472;20251029;16;5;5;39;0;39;5.82;1688.36;S;2026-07-01 10:00:00;
473;RUP00000473;20251206;30;2;1;42;0;42;4.42;2767.57;S;2026-07-01 10:00:00;
474;RUP00000474;20251026;117;11;4;17;0;17;2.73;76.18;S;2026-07-01 10:00:00;
475;RUP00000475;20251109;80;10;4;29;0;29;6.81;2581.69;S;2026-07-01 10:00:00;
476;RUP00000476;20251106;11;2;5;38;0;38;4.68;5333.45;S;2026-07-01 10:00:00;
477;RUP00000477;20251021;117;11;8;33;0;33;2.84;189.37;S;2026-07-01 10:00:00;
478;RUP00000478;20251101;112;5;3;25;0;25;4.73;2210.35;S;2026-07-01 10:00:00;
479;RUP00000479;20251105;59;4;6;17;0;17;4.87;559.6;S;2026-07-01 10:00:00;
480;RUP00000480;20251231;85;12;3;20;0;20;6.85;2531.18;S;2026-07-01 10:00:00;
481;RUP00000481;20251029;96;5;2;40;0;40;6.27;1779.57;S;2026-07-01 10:00:00;
482;RUP00000482;20251207;20;9;1;45;0;45;5.66;458.85;S;2026-07-01 10:00:00;
483;RUP00000483;20251225;26;11;5;10;0;10;5.05;163.49;S;2026-07-01 10:00:00;
484;RUP00000484;20251205;96;9;6;37;0;37;5.8;1580.55;S;2026-07-01 10:00:00;
485;RUP00000485;20251114;43;10;5;17;0;17;1.58;1779.41;S;2026-07-01 10:00:00;
486;RUP00000486;20251209;48;7;6;36;0;36;1.36;509.48;S;2026-07-01 10:00:00;
487;RUP00000487;20251005;116;7;6;43;0;43;5.78;4363.61;S;2026-07-01 10:00:00;
488;RUP00000488;20251121;35;7;6;45;0;45;5.25;5730.71;S;2026-07-01 10:00:00;
489;RUP00000489;20251209;1;5;6;44;0;44;4.71;1770.0;S;2026-07-01 10:00:00;
490;RUP00000490;20251024;23;2;4;31;0;31;6.69;2224.41;S;2026-07-01 10:00:00;
491;RUP00000491;20251204;84;1;4;23;0;23;5.33;1126.81;S;2026-07-01 10:00:00;
492;RUP00000492;20251222;2;3;8;42;0;42;4.3;2948.47;S;2026-07-01 10:00:00;
493;RUP00000493;20251018;115;6;4;37;0;37;5.26;3632.34;S;2026-07-01 10:00:00;
494;RUP00000494;20251007;97;12;4;19;0;19;5.35;408.88;S;2026-07-01 10:00:00;
495;RUP00000495;20251029;107;2;7;33;0;33;6.58;1485.0;S;2026-07-01 10:00:00;
496;RUP00000496;20251122;102;2;8;17;0;17;4.45;929.11;S;2026-07-01 10:00:00;
497;RUP00000497;20251023;14;1;2;45;0;45;2.47;540.79;S;2026-07-01 10:00:00;
498;RUP00000498;20251029;61;10;6;44;0;44;2.6;6267.01;S;2026-07-01 10:00:00;
499;RUP00000499;20251220;118;5;1;11;0;11;4.32;1498.64;S;2026-07-01 10:00:00;
500;RUP00000500;20251004;41;10;2;18;0;18;6.94;383.3;S;2026-07-01 10:00:00;
501;RUP00000501;20251016;59;1;3;45;0;45;4.31;1328.35;S;2026-07-01 10:00:00;
502;RUP00000502;20251016;84;6;7;11;0;11;2.99;759.71;S;2026-07-01 10:00:00;
503;RUP00000503;20251227;8;11;5;18;0;18;4.61;97.56;S;2026-07-01 10:00:00;
504;RUP00000504;20251213;47;11;7;23;0;23;1.8;3148.29;S;2026-07-01 10:00:00;
505;RUP00000505;20251123;120;7;7;35;0;35;2.52;2220.03;S;2026-07-01 10:00:00;
506;RUP00000506;20251226;76;7;7;34;0;34;1.15;3780.91;S;2026-07-01 10:00:00;
507;RUP00000507;20251213;101;1;3;36;0;36;1.39;2988.63;S;2026-07-01 10:00:00;
508;RUP00000508;20251119;91;12;3;15;0;15;5.41;1105.0;S;2026-07-01 10:00:00;
509;RUP00000509;20251030;73;3;5;41;0;41;3.8;2927.16;S;2026-07-01 10:00:00;
510;RUP00000510;20251109;9;5;2;28;0;28;2.9;2048.16;S;2026-07-01 10:00:00;
511;RUP00000511;20251219;9;3;2;17;0;17;6.92;1417.87;S;2026-07-01 10:00:00;
512;RUP00000512;20251014;120;11;2;45;0;45;6.01;3091.74;S;2026-07-01 10:00:00;
513;RUP00000513;20251102;85;11;4;34;0;34;6.66;3303.14;S;2026-07-01 10:00:00;
514;RUP00000514;20251207;32;11;1;34;0;34;6.0;1374.29;S;2026-07-01 10:00:00;
515;RUP00000515;20251106;46;10;8;12;0;12;6.36;1195.96;S;2026-07-01 10:00:00;
516;RUP00000516;20251010;17;2;7;40;0;40;1.87;2791.0;S;2026-07-01 10:00:00;
517;RUP00000517;20251210;3;4;8;42;0;42;5.62;3611.07;S;2026-07-01 10:00:00;
518;RUP00000518;20251014;117;10;1;18;0;18;2.17;72.23;S;2026-07-01 10:00:00;
519;RUP00000519;20251025;22;7;5;27;0;27;5.97;1141.51;S;2026-07-01 10:00:00;
520;RUP00000520;20251225;70;1;7;21;0;21;4.41;1868.89;S;2026-07-01 10:00:00;
521;RUP00000521;20251116;106;10;7;44;0;44;2.55;5304.85;S;2026-07-01 10:00:00;
522;RUP00000522;20251030;109;10;3;37;0;37;4.54;4651.32;S;2026-07-01 10:00:00;
523;RUP00000523;20251031;95;9;4;28;0;28;6.5;3456.28;S;2026-07-01 10:00:00;
524;RUP00000524;20251213;41;8;6;10;0;10;6.7;232.5;S;2026-07-01 10:00:00;
525;RUP00000525;20251119;25;10;8;34;0;34;2.96;480.1;S;2026-07-01 10:00:00;
526;RUP00000526;20251024;55;10;1;11;0;11;6.48;1223.7;S;2026-07-01 10:00:00;
527;RUP00000527;20251102;15;9;2;34;0;34;2.25;278.68;S;2026-07-01 10:00:00;
528;RUP00000528;20251220;48;4;3;34;0;34;5.76;476.57;S;2026-07-01 10:00:00;
529;RUP00000529;20251031;95;3;8;25;0;25;4.52;2267.24;S;2026-07-01 10:00:00;
530;RUP00000530;20251126;108;1;3;27;0;27;6.68;2321.6;S;2026-07-01 10:00:00;
531;RUP00000531;20251116;19;6;6;16;0;16;3.5;1115.82;S;2026-07-01 10:00:00;
532;RUP00000532;20251018;84;11;7;34;0;34;5.51;1431.17;S;2026-07-01 10:00:00;
533;RUP00000533;20251019;82;7;3;39;0;39;3.8;352.7;S;2026-07-01 10:00:00;
534;RUP00000534;20251213;28;12;2;15;0;15;4.56;1631.76;S;2026-07-01 10:00:00;
535;RUP00000535;20251017;71;6;7;39;0;39;4.27;2731.5;S;2026-07-01 10:00:00;
536;RUP00000536;20251222;32;9;3;15;0;15;3.8;582.27;S;2026-07-01 10:00:00;
537;RUP00000537;20251031;60;4;5;13;0;13;6.81;801.98;S;2026-07-01 10:00:00;
538;RUP00000538;20251216;117;2;8;12;0;12;5.4;57.05;S;2026-07-01 10:00:00;
539;RUP00000539;20251022;72;11;1;26;0;26;4.3;665.5;S;2026-07-01 10:00:00;
540;RUP00000540;20251228;115;2;5;23;0;23;1.01;3285.03;S;2026-07-01 10:00:00;
541;RUP00000541;20251008;118;6;3;30;0;30;6.79;2532.59;S;2026-07-01 10:00:00;
542;RUP00000542;20251114;45;5;7;18;0;18;5.27;957.33;S;2026-07-01 10:00:00;
543;RUP00000543;20251105;119;1;1;11;0;11;3.71;165.23;S;2026-07-01 10:00:00;
544;RUP00000544;20251009;11;8;1;39;0;39;3.31;4509.98;S;2026-07-01 10:00:00;
545;RUP00000545;20251217;94;10;4;15;0;15;5.4;1362.38;S;2026-07-01 10:00:00;
546;RUP00000546;20251201;82;8;7;24;0;24;3.38;221.65;S;2026-07-01 10:00:00;
547;RUP00000547;20251110;45;9;1;11;0;11;5.2;728.78;S;2026-07-01 10:00:00;
548;RUP00000548;20251023;67;6;8;21;0;21;3.5;746.25;S;2026-07-01 10:00:00;
549;RUP00000549;20251225;20;8;7;34;0;34;4.97;249.87;S;2026-07-01 10:00:00;
550;RUP00000550;20251212;46;4;6;19;0;19;3.26;2290.48;S;2026-07-01 10:00:00;
551;RUP00000551;20251219;118;9;4;25;0;25;5.25;3791.5;S;2026-07-01 10:00:00;
552;RUP00000552;20251206;6;1;6;45;0;45;1.13;5462.08;S;2026-07-01 10:00:00;
